"quantidade","valor_unitario","produto","uf"
"67.90913391113281","14.673466682434082","Carne bovina de 1ª, resfriada/congelada","AC"
"68.78791809082031","14.649567604064941","Carne bovina de 1ª, resfriada/congelada","AC"
"69.66670989990234","14.62567138671875","Carne bovina de 1ª, resfriada/congelada","AC"
"70.54550170898438","14.601778984069824","Carne bovina de 1ª, resfriada/congelada","AC"
"71.42428588867188","14.577890396118164","Carne bovina de 1ª, resfriada/congelada","AC"
"72.3030776977539","14.554004669189453","Carne bovina de 1ª, resfriada/congelada","AC"
"73.1818618774414","14.530119895935059","Carne bovina de 1ª, resfriada/congelada","AC"
"74.06065368652344","14.506240844726562","Carne bovina de 1ª, resfriada/congelada","AC"
"74.93944549560547","14.4823637008667","Carne bovina de 1ª, resfriada/congelada","AC"
"75.81822967529297","14.458492279052734","Carne bovina de 1ª, resfriada/congelada","AC"
"76.697021484375","14.434621810913086","Carne bovina de 1ª, resfriada/congelada","AC"
"77.5758056640625","14.410754203796387","Carne bovina de 1ª, resfriada/congelada","AC"
"78.45459747314453","14.386892318725586","Carne bovina de 1ª, resfriada/congelada","AC"
"79.33338928222656","14.363031387329102","Carne bovina de 1ª, resfriada/congelada","AC"
"80.21217346191406","14.339176177978516","Carne bovina de 1ª, resfriada/congelada","AC"
"81.0909652709961","14.315322875976562","Carne bovina de 1ª, resfriada/congelada","AC"
"81.9697494506836","14.291473388671875","Carne bovina de 1ª, resfriada/congelada","AC"
"82.84854125976562","14.267627716064453","Carne bovina de 1ª, resfriada/congelada","AC"
"83.72733306884766","14.24378776550293","Carne bovina de 1ª, resfriada/congelada","AC"
"84.60611724853516","14.219947814941406","Carne bovina de 1ª, resfriada/congelada","AC"
"85.48490905761719","14.196115493774414","Carne bovina de 1ª, resfriada/congelada","AC"
"86.36369323730469","14.172285079956055","Carne bovina de 1ª, resfriada/congelada","AC"
"87.24248504638672","14.148457527160645","Carne bovina de 1ª, resfriada/congelada","AC"
"88.12127685546875","14.124634742736816","Carne bovina de 1ª, resfriada/congelada","AC"
"89.00006103515625","14.10081672668457","Carne bovina de 1ª, resfriada/congelada","AC"
