Ano,UF,Município,Entidade Executora,Agricultura Familiar,Orgânico,Produto,Documento Despesa,Unidade Medida,Quantidade Comprada,Valor Unitário R$,Valor Total R$
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,SIM,NÃO,Polpa de mandioca/Macaxeira,00003,QUILO,103,2.4,247.2
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Pão, diversos tipos, farinha de trigo branca",000001689,GRAMA,10000,0.34,3400
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Pão, diversos tipos, farinha de trigo branca",000001956,GRAMA,10000,0.34,3400
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Pão, diversos tipos, farinha de trigo branca",000001393,GRAMA,10000,0.34,3400
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Pão, diversos tipos, farinha de trigo branca",000000846,GRAMA,7896,0.34,2684.64
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Pão, diversos tipos, farinha de trigo branca",000001192,GRAMA,12000,0.34,4080
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,Repolho,000310,QUILO,30,2,60
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,Sal refinado/iodado,000000360,QUILO,30,2.06,61.8
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,Sal refinado/iodado,3424,QUILO,90,2.06,185.4
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,Sal refinado/iodado,3449,QUILO,50,2.06,103
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,Sal refinado/iodado,000000303,QUILO,50,2.06,103
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,Sal refinado/iodado,3432,QUILO,90,2.06,185.4
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Salsicha, diversos sabores",3449,QUILO,620,8.99,5573.8
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3424,LITRO,400,3.75,1500
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3432,LITRO,200,6,1200
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3432,LITRO,400,3,1200
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3432,LITRO,100,7,700
